"SportName","Gender","PSAL.Program.Name","Season","League","Cost","Enrollment","Borough","DBN","PSAL.Code"
"RUGBY BOYS VARSITY","Boys","South Bronx","S","PSAL",7313.36,358,"Bronx","07X473","07500"
"SOCCER BOYS VARSITY","Boys","South Bronx","F","PSAL",9606.82,358,"Bronx","07X473","07500"
"SOCCER GIRLS VARSITY","Girls","South Bronx","F","PSAL",9626.43,358,"Bronx","07X473","07500"
"SOFTBALL GIRLS VARSITY","Girls","South Bronx","S","PSAL",12414.75,358,"Bronx","07X473","07500"
"STUNT COED VARSITY","Coed","South Bronx","S","PSAL",6562.93,358,"Bronx","07X473","07500"
"TENNIS BOYS VARSITY","Boys","South Bronx","S","PSAL",5748.02,358,"Bronx","07X473","07500"
"VOLLEYBALL BOYS VARSITY","Boys","South Bronx","S","PSAL",7530.71,358,"Bronx","07X473","07500"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","South Bronx","F","PSAL",5223.27,358,"Bronx","07X473","07500"
"VOLLEYBALL GIRLS VARSITY","Girls","South Bronx","F","PSAL",7447.78,358,"Bronx","07X473","07500"
"BASEBALL BOYS VARSITY","Boys","South Bronx Preparatory","S","PSAL",12672.16,659,"Bronx","07X221","07221"
"BASKETBALL BOYS JR. VARSITY","Boys","South Bronx Preparatory","W","PSAL",8662.79,659,"Bronx","07X221","07221"
"BASKETBALL BOYS VARSITY","Boys","South Bronx Preparatory","W","PSAL",14011.52,659,"Bronx","07X221","07221"
"BASKETBALL GIRLS JR. VARSITY","Girls","South Bronx Preparatory","W","PSAL",8768.04,659,"Bronx","07X221","07221"
"BASKETBALL GIRLS VARSITY","Girls","South Bronx Preparatory","W","PSAL",14033.29,659,"Bronx","07X221","07221"
"CROSS COUNTRY BOYS","Boys","South Bronx Preparatory","F","PSAL",6181.42,659,"Bronx","07X221","07221"
"CROSS COUNTRY GIRLS","Girls","South Bronx Preparatory","F","PSAL",6161.29,659,"Bronx","07X221","07221"
"HANDBALL GIRLS VARSITY","Girls","South Bronx Preparatory","S","SSAL",5744.56,659,"Bronx","07X221","07221"
"OUTDOOR TRACK BOYS","Boys","South Bronx Preparatory","S","PSAL",8314,659,"Bronx","07X221","07221"
"OUTDOOR TRACK GIRLS","Girls","South Bronx Preparatory","S","PSAL",8302.65,659,"Bronx","07X221","07221"
"SOCCER BOYS VARSITY","Boys","South Bronx Preparatory","F","PSAL",9606.82,659,"Bronx","07X221","07221"
"SOFTBALL GIRLS VARSITY","Girls","South Bronx Preparatory","S","PSAL",12414.75,659,"Bronx","07X221","07221"
"TABLE TENNIS GIRLS VARSITY","Girls","South Bronx Preparatory","W","PSAL",5682.89,659,"Bronx","07X221","07221"
"VOLLEYBALL GIRLS VARSITY","Girls","South Bronx Preparatory","F","PSAL",7447.78,659,"Bronx","07X221","07221"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","South Brooklyn Community High School","W","MPL",10083.6,226,"Brooklyn","15K529","15563"
"BASKETBALL GIRLS MULTIPLE PATHWAYS LEAGUE","Girls","South Brooklyn Community High School","S","MPL",10459.26,226,"Brooklyn","15K529","15563"
"OUTDOOR TRACK COED MULTIPLE PATHWAYS LEAGUE","Coed","South Brooklyn Community High School","S","MPL",6782.17,226,"Brooklyn","15K529","15563"
"VOLLEYBALL GIRLS MULTIPLE PATHWAYS LEAGUE","Girls","South Brooklyn Community High School","F","MPL",6493.59,226,"Brooklyn","15K529","15563"
"BASEBALL BOYS VARSITY","Boys","South Shore HS","S","PSAL",12672.16,195,"Brooklyn","18K566","18563"
"BASKETBALL BOYS JR. VARSITY","Boys","South Shore HS","W","PSAL",8662.79,195,"Brooklyn","18K566","18563"
"BASKETBALL BOYS VARSITY","Boys","South Shore HS","W","PSAL",14011.52,195,"Brooklyn","18K566","18563"
"BASKETBALL GIRLS JR. VARSITY","Girls","South Shore HS","W","PSAL",8768.04,195,"Brooklyn","18K566","18563"
"BASKETBALL GIRLS VARSITY","Girls","South Shore HS","W","PSAL",14033.29,195,"Brooklyn","18K566","18563"
"BOWLING BOYS VARSITY","Boys","South Shore HS","F","PSAL",5697.4,195,"Brooklyn","18K566","18563"
"BOWLING GIRLS VARSITY","Girls","South Shore HS","F","PSAL",5710.03,195,"Brooklyn","18K566","18563"
"CROSS COUNTRY BOYS","Boys","South Shore HS","F","PSAL",6181.42,195,"Brooklyn","18K566","18563"
"CROSS COUNTRY GIRLS","Girls","South Shore HS","F","PSAL",6161.29,195,"Brooklyn","18K566","18563"
"FOOTBALL BOYS JR. VARSITY","Boys","South Shore HS","F","PSAL",11761.71,195,"Brooklyn","18K566","18563"
"FOOTBALL BOYS VARSITY","Boys","South Shore HS","F","PSAL",30931.65,195,"Brooklyn","18K566","18563"
"HANDBALL GIRLS VARSITY","Girls","South Shore HS","S","PSAL",5744.56,195,"Brooklyn","18K566","18563"
"INDOOR TRACK BOYS","Boys","South Shore HS","W","PSAL",8950.18,195,"Brooklyn","18K566","18563"
"INDOOR TRACK GIRLS","Girls","South Shore HS","W","PSAL",8936.68,195,"Brooklyn","18K566","18563"
"OUTDOOR TRACK BOYS","Boys","South Shore HS","S","PSAL",8314,195,"Brooklyn","18K566","18563"
"OUTDOOR TRACK GIRLS","Girls","South Shore HS","S","PSAL",8302.65,195,"Brooklyn","18K566","18563"
"SOCCER BOYS VARSITY","Boys","South Shore HS","F","PSAL",9606.82,195,"Brooklyn","18K566","18563"
"SOFTBALL GIRLS VARSITY","Girls","South Shore HS","S","PSAL",12414.75,195,"Brooklyn","18K566","18563"
"VOLLEYBALL BOYS VARSITY","Boys","South Shore HS","S","PSAL",7530.71,195,"Brooklyn","18K566","18563"
"VOLLEYBALL GIRLS VARSITY","Girls","South Shore HS","F","PSAL",7447.78,195,"Brooklyn","18K566","18563"
"WRESTLING BOYS VARSITY","Boys","South Shore HS","W","PSAL",9242.15,195,"Brooklyn","18K566","18563"
"BASKETBALL BOYS VARSITY","Boys","Spring Creek Campus","W","SSAL",14011.52,546,"Brooklyn","19K404","19404"
"BASKETBALL GIRLS VARSITY","Girls","Spring Creek Campus","W","SSAL",14033.29,546,"Brooklyn","19K404","19404"
"BOWLING BOYS VARSITY","Boys","Spring Creek Campus","F","SSAL",5697.4,546,"Brooklyn","19K404","19404"
"BOWLING GIRLS VARSITY","Girls","Spring Creek Campus","F","SSAL",5710.03,546,"Brooklyn","19K404","19404"
"OUTDOOR TRACK GIRLS","Girls","Spring Creek Campus","S","SSAL",8302.65,546,"Brooklyn","19K404","19404"
"BASEBALL BOYS VARSITY","Boys","Springfield Gardens","S","PSAL",12672.16,415,"Queens","29Q248","29531"
"BASKETBALL BOYS JR. VARSITY","Boys","Springfield Gardens","W","PSAL",8662.79,415,"Queens","29Q248","29531"
"BASKETBALL BOYS VARSITY","Boys","Springfield Gardens","W","PSAL",14011.52,415,"Queens","29Q248","29531"
"BASKETBALL GIRLS JR. VARSITY","Girls","Springfield Gardens","W","PSAL",8768.04,415,"Queens","29Q248","29531"
"BASKETBALL GIRLS VARSITY","Girls","Springfield Gardens","W","PSAL",14033.29,415,"Queens","29Q248","29531"
"CRICKET COED VARSITY","Coed","Springfield Gardens","S","PSAL",8765.35,415,"Queens","29Q248","29531"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Springfield Gardens","S","PSAL",6744.26,415,"Queens","29Q248","29531"
"FOOTBALL BOYS JR. VARSITY","Boys","Springfield Gardens","F","PSAL",11761.71,415,"Queens","29Q248","29531"
"FOOTBALL BOYS VARSITY","Boys","Springfield Gardens","F","PSAL",30931.65,415,"Queens","29Q248","29531"
"INDOOR TRACK BOYS","Boys","Springfield Gardens","W","PSAL",8950.18,415,"Queens","29Q248","29531"
"INDOOR TRACK GIRLS","Girls","Springfield Gardens","W","PSAL",8936.68,415,"Queens","29Q248","29531"
"OUTDOOR TRACK BOYS","Boys","Springfield Gardens","S","PSAL",8314,415,"Queens","29Q248","29531"
"OUTDOOR TRACK GIRLS","Girls","Springfield Gardens","S","PSAL",8302.65,415,"Queens","29Q248","29531"
"SOCCER BOYS VARSITY","Boys","Springfield Gardens","F","PSAL",9606.82,415,"Queens","29Q248","29531"
"SOCCER GIRLS VARSITY","Girls","Springfield Gardens","F","PSAL",9626.43,415,"Queens","29Q248","29531"
"SOFTBALL GIRLS VARSITY","Girls","Springfield Gardens","S","PSAL",12414.75,415,"Queens","29Q248","29531"
"STUNT COED VARSITY","Coed","Springfield Gardens","S","PSAL",6562.93,415,"Queens","29Q248","29531"
"TENNIS GIRLS VARSITY","Girls","Springfield Gardens","F","PSAL",5719.69,415,"Queens","29Q248","29531"
"VOLLEYBALL GIRLS VARSITY","Girls","Springfield Gardens","F","PSAL",7447.78,415,"Queens","29Q248","29531"
"WRESTLING BOYS VARSITY","Boys","Springfield Gardens","W","PSAL",9242.15,415,"Queens","29Q248","29531"
"BADMINTON BOYS VARSITY","Boys","Stuyvesant High School","F","PSAL",5965.74,3336,"Manhattan","02M475","02519"
"BADMINTON GIRLS VARSITY","Girls","Stuyvesant High School","S","PSAL",5819.87,3336,"Manhattan","02M475","02519"
"BASEBALL BOYS JR. VARSITY","Boys","Stuyvesant High School","S","PSAL",5522.5,3336,"Manhattan","02M475","02519"
"BASEBALL BOYS VARSITY","Boys","Stuyvesant High School","S","PSAL",12672.16,3336,"Manhattan","02M475","02519"
"BASKETBALL BOYS JR. VARSITY","Boys","Stuyvesant High School","W","PSAL",8662.79,3336,"Manhattan","02M475","02519"
"BASKETBALL BOYS VARSITY","Boys","Stuyvesant High School","W","PSAL",14011.52,3336,"Manhattan","02M475","02519"
"BASKETBALL GIRLS VARSITY","Girls","Stuyvesant High School","W","PSAL",14033.29,3336,"Manhattan","02M475","02519"
"BOWLING BOYS VARSITY","Boys","Stuyvesant High School","F","PSAL",5697.4,3336,"Manhattan","02M475","02519"
"BOWLING GIRLS VARSITY","Girls","Stuyvesant High School","F","PSAL",5710.03,3336,"Manhattan","02M475","02519"
"CRICKET COED VARSITY","Coed","Stuyvesant High School","S","PSAL",8765.35,3336,"Manhattan","02M475","02519"
"CROSS COUNTRY BOYS","Boys","Stuyvesant High School","F","PSAL",6181.42,3336,"Manhattan","02M475","02519"
"CROSS COUNTRY GIRLS","Girls","Stuyvesant High School","F","PSAL",6161.29,3336,"Manhattan","02M475","02519"
"FENCING BOYS VARSITY","Boys","Stuyvesant High School","F","PSAL",6283.4,3336,"Manhattan","02M475","02519"
"FENCING GIRLS VARSITY","Girls","Stuyvesant High School","S","PSAL",6315.37,3336,"Manhattan","02M475","02519"
"FOOTBALL BOYS JR. VARSITY","Boys","Stuyvesant High School","F","PSAL",11761.71,3336,"Manhattan","02M475","02519"
"FOOTBALL BOYS VARSITY","Boys","Stuyvesant High School","F","PSAL",30931.65,3336,"Manhattan","02M475","02519"
"GOLF COED VARSITY","Coed","Stuyvesant High School","S","PSAL",5777.33,3336,"Manhattan","02M475","02519"
"GOLF GIRLS VARSITY","Girls","Stuyvesant High School","F","PSAL",5858.7,3336,"Manhattan","02M475","02519"
"GYMNASTICS BOYS VARSITY","Boys","Stuyvesant High School","W","PSAL",11863.39,3336,"Manhattan","02M475","02519"
"GYMNASTICS GIRLS VARSITY","Girls","Stuyvesant High School","W","PSAL",11452.17,3336,"Manhattan","02M475","02519"
"HANDBALL BOYS VARSITY","Boys","Stuyvesant High School","S","PSAL",5700.79,3336,"Manhattan","02M475","02519"
"HANDBALL GIRLS VARSITY","Girls","Stuyvesant High School","S","PSAL",5744.56,3336,"Manhattan","02M475","02519"
"INDOOR TRACK BOYS","Boys","Stuyvesant High School","W","PSAL",8950.18,3336,"Manhattan","02M475","02519"
"INDOOR TRACK GIRLS","Girls","Stuyvesant High School","W","PSAL",8936.68,3336,"Manhattan","02M475","02519"
"LACROSSE BOYS VARSITY","Boys","Stuyvesant High School","S","PSAL",10482.77,3336,"Manhattan","02M475","02519"
"LACROSSE GIRLS VARSITY","Girls","Stuyvesant High School","S","PSAL",10461.56,3336,"Manhattan","02M475","02519"
"OUTDOOR TRACK BOYS","Boys","Stuyvesant High School","S","PSAL",8314,3336,"Manhattan","02M475","02519"
"OUTDOOR TRACK GIRLS","Girls","Stuyvesant High School","S","PSAL",8302.65,3336,"Manhattan","02M475","02519"
"SOCCER BOYS VARSITY","Boys","Stuyvesant High School","F","PSAL",9606.82,3336,"Manhattan","02M475","02519"
"SOCCER GIRLS VARSITY","Girls","Stuyvesant High School","F","PSAL",9626.43,3336,"Manhattan","02M475","02519"
"SOFTBALL GIRLS VARSITY","Girls","Stuyvesant High School","S","PSAL",12414.75,3336,"Manhattan","02M475","02519"
"STUNT COED VARSITY","Coed","Stuyvesant High School","S","PSAL",6562.93,3336,"Manhattan","02M475","02519"
"SWIMMING BOYS VARSITY","Boys","Stuyvesant High School","W","PSAL",8865.73,3336,"Manhattan","02M475","02519"
"SWIMMING GIRLS VARSITY","Girls","Stuyvesant High School","F","PSAL",8847.91,3336,"Manhattan","02M475","02519"
"TABLE TENNIS BOYS VARSITY","Boys","Stuyvesant High School","W","PSAL",5725.6,3336,"Manhattan","02M475","02519"
"TABLE TENNIS GIRLS VARSITY","Girls","Stuyvesant High School","W","PSAL",5682.89,3336,"Manhattan","02M475","02519"
"TENNIS BOYS VARSITY","Boys","Stuyvesant High School","S","PSAL",5748.02,3336,"Manhattan","02M475","02519"
"TENNIS GIRLS VARSITY","Girls","Stuyvesant High School","F","PSAL",5719.69,3336,"Manhattan","02M475","02519"
"VOLLEYBALL BOYS VARSITY","Boys","Stuyvesant High School","S","PSAL",7530.71,3336,"Manhattan","02M475","02519"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Stuyvesant High School","F","PSAL",5223.27,3336,"Manhattan","02M475","02519"
"VOLLEYBALL GIRLS VARSITY","Girls","Stuyvesant High School","F","PSAL",7447.78,3336,"Manhattan","02M475","02519"
"WRESTLING BOYS VARSITY","Boys","Stuyvesant High School","W","PSAL",9242.15,3336,"Manhattan","02M475","02519"
"BASKETBALL BOYS VARSITY","Boys","Summit Academy Charter School","W","SSAL",2655.65,336,"Brooklyn","84K730","15681"
"BASKETBALL GIRLS VARSITY","Girls","Summit Academy Charter School","W","SSAL",2655.65,336,"Brooklyn","84K730","15681"
"BADMINTON BOYS VARSITY","Boys","Sunset Park High School","F","PSAL",5965.74,1230,"Brooklyn","15K667","15667"
"BASEBALL BOYS VARSITY","Boys","Sunset Park High School","S","PSAL",12672.16,1230,"Brooklyn","15K667","15667"
"BASKETBALL BOYS VARSITY","Boys","Sunset Park High School","W","PSAL",14011.52,1230,"Brooklyn","15K667","15667"
"BASKETBALL GIRLS VARSITY","Girls","Sunset Park High School","W","PSAL",14033.29,1230,"Brooklyn","15K667","15667"
"HANDBALL BOYS VARSITY","Boys","Sunset Park High School","S","PSAL",5700.79,1230,"Brooklyn","15K667","15667"
"SOCCER BOYS VARSITY","Boys","Sunset Park High School","F","PSAL",9606.82,1230,"Brooklyn","15K667","15667"
"SOCCER GIRLS JR. VARSITY","Girls","Sunset Park High School","S","PSAL",6705.19,1230,"Brooklyn","15K667","15667"
"SOCCER GIRLS VARSITY","Girls","Sunset Park High School","F","PSAL",9626.43,1230,"Brooklyn","15K667","15667"
"SOFTBALL GIRLS VARSITY","Girls","Sunset Park High School","S","PSAL",12414.75,1230,"Brooklyn","15K667","15667"
"VOLLEYBALL GIRLS VARSITY","Girls","Sunset Park High School","F","PSAL",7447.78,1230,"Brooklyn","15K667","15667"
"WRESTLING BOYS VARSITY","Boys","Sunset Park High School","W","PSAL",9242.15,1230,"Brooklyn","15K667","15667"
"WRESTLING GIRLS VARSITY","Girls","Sunset Park High School","S","PSAL",9242.15,1230,"Brooklyn","15K667","15667"
"BADMINTON GIRLS VARSITY","Girls","Susan Wagner","S","PSAL",5819.87,3284,"Staten Island","31R460","31507"
"BASEBALL BOYS JR. VARSITY","Boys","Susan Wagner","S","PSAL",5522.5,3284,"Staten Island","31R460","31507"
"BASEBALL BOYS VARSITY","Boys","Susan Wagner","S","PSAL",12672.16,3284,"Staten Island","31R460","31507"
"BASKETBALL BOYS JR. VARSITY","Boys","Susan Wagner","W","PSAL",8662.79,3284,"Staten Island","31R460","31507"
"BASKETBALL BOYS VARSITY","Boys","Susan Wagner","W","PSAL",14011.52,3284,"Staten Island","31R460","31507"
"BASKETBALL GIRLS JR. VARSITY","Girls","Susan Wagner","W","PSAL",8768.04,3284,"Staten Island","31R460","31507"
"BASKETBALL GIRLS VARSITY","Girls","Susan Wagner","W","PSAL",14033.29,3284,"Staten Island","31R460","31507"
"BOWLING BOYS VARSITY","Boys","Susan Wagner","F","PSAL",5697.4,3284,"Staten Island","31R460","31507"
"BOWLING GIRLS VARSITY","Girls","Susan Wagner","F","PSAL",5710.03,3284,"Staten Island","31R460","31507"
"CROSS COUNTRY BOYS","Boys","Susan Wagner","F","PSAL",6181.42,3284,"Staten Island","31R460","31507"
"CROSS COUNTRY GIRLS","Girls","Susan Wagner","F","PSAL",6161.29,3284,"Staten Island","31R460","31507"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Susan Wagner","S","PSAL",6744.26,3284,"Staten Island","31R460","31507"
"FOOTBALL BOYS JR. VARSITY","Boys","Susan Wagner","F","PSAL",11761.71,3284,"Staten Island","31R460","31507"
"FOOTBALL BOYS VARSITY","Boys","Susan Wagner","F","PSAL",30931.65,3284,"Staten Island","31R460","31507"
"GOLF COED VARSITY","Coed","Susan Wagner","S","PSAL",5777.33,3284,"Staten Island","31R460","31507"
"GOLF GIRLS VARSITY","Girls","Susan Wagner","F","PSAL",5858.7,3284,"Staten Island","31R460","31507"
"GYMNASTICS GIRLS VARSITY","Girls","Susan Wagner","W","PSAL",11452.17,3284,"Staten Island","31R460","31507"
"HANDBALL BOYS VARSITY","Boys","Susan Wagner","S","PSAL",5700.79,3284,"Staten Island","31R460","31507"
"HANDBALL GIRLS VARSITY","Girls","Susan Wagner","S","PSAL",5744.56,3284,"Staten Island","31R460","31507"
"INDOOR TRACK BOYS","Boys","Susan Wagner","W","PSAL",8950.18,3284,"Staten Island","31R460","31507"
"INDOOR TRACK GIRLS","Girls","Susan Wagner","W","PSAL",8936.68,3284,"Staten Island","31R460","31507"
"LACROSSE BOYS VARSITY","Boys","Susan Wagner","S","PSAL",10482.77,3284,"Staten Island","31R460","31507"
"LACROSSE GIRLS VARSITY","Girls","Susan Wagner","S","PSAL",10461.56,3284,"Staten Island","31R460","31507"
"OUTDOOR TRACK BOYS","Boys","Susan Wagner","S","PSAL",8314,3284,"Staten Island","31R460","31507"
"OUTDOOR TRACK GIRLS","Girls","Susan Wagner","S","PSAL",8302.65,3284,"Staten Island","31R460","31507"
"SOCCER BOYS VARSITY","Boys","Susan Wagner","F","PSAL",9606.82,3284,"Staten Island","31R460","31507"
"SOCCER GIRLS VARSITY","Girls","Susan Wagner","F","PSAL",9626.43,3284,"Staten Island","31R460","31507"
"SOFTBALL GIRLS JR. VARSITY","Girls","Susan Wagner","S","PSAL",6786.62,3284,"Staten Island","31R460","31507"
"SOFTBALL GIRLS VARSITY","Girls","Susan Wagner","S","PSAL",12414.75,3284,"Staten Island","31R460","31507"
"STUNT COED VARSITY","Coed","Susan Wagner","S","PSAL",6562.93,3284,"Staten Island","31R460","31507"
"SWIMMING BOYS VARSITY","Boys","Susan Wagner","W","PSAL",8865.73,3284,"Staten Island","31R460","31507"
"SWIMMING GIRLS VARSITY","Girls","Susan Wagner","F","PSAL",8847.91,3284,"Staten Island","31R460","31507"
"TABLE TENNIS GIRLS VARSITY","Girls","Susan Wagner","W","PSAL",5682.89,3284,"Staten Island","31R460","31507"
"TENNIS BOYS VARSITY","Boys","Susan Wagner","S","PSAL",5748.02,3284,"Staten Island","31R460","31507"
"TENNIS GIRLS VARSITY","Girls","Susan Wagner","F","PSAL",5719.69,3284,"Staten Island","31R460","31507"
"VOLLEYBALL BOYS VARSITY","Boys","Susan Wagner","S","PSAL",7530.71,3284,"Staten Island","31R460","31507"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","Susan Wagner","F","PSAL",5223.27,3284,"Staten Island","31R460","31507"
"VOLLEYBALL GIRLS VARSITY","Girls","Susan Wagner","F","PSAL",7447.78,3284,"Staten Island","31R460","31507"
"WRESTLING BOYS VARSITY","Boys","Susan Wagner","W","PSAL",9242.15,3284,"Staten Island","31R460","31507"
"BASEBALL BOYS VARSITY","Boys","Taft Educational Campus","S","PSAL",12672.16,396,"Bronx","09X227","09517"
"BASKETBALL BOYS JR. VARSITY","Boys","Taft Educational Campus","W","PSAL",8662.79,396,"Bronx","09X227","09517"
"BASKETBALL BOYS VARSITY","Boys","Taft Educational Campus","W","PSAL",14011.52,396,"Bronx","09X227","09517"
"BASKETBALL GIRLS VARSITY","Girls","Taft Educational Campus","W","PSAL",14033.29,396,"Bronx","09X227","09517"
"BOWLING BOYS VARSITY","Boys","Taft Educational Campus","F","PSAL",5697.4,396,"Bronx","09X227","09517"
"CROSS COUNTRY BOYS","Boys","Taft Educational Campus","F","PSAL",6181.42,396,"Bronx","09X227","09517"
"CROSS COUNTRY GIRLS","Girls","Taft Educational Campus","F","PSAL",6161.29,396,"Bronx","09X227","09517"
"DOUBLE DUTCH COED VARSITY","Coed","Taft Educational Campus","S","PSAL",6708.9,396,"Bronx","09X227","09517"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Taft Educational Campus","S","PSAL",6744.26,396,"Bronx","09X227","09517"
"INDOOR TRACK BOYS","Boys","Taft Educational Campus","W","PSAL",8950.18,396,"Bronx","09X227","09517"
"INDOOR TRACK GIRLS","Girls","Taft Educational Campus","W","PSAL",8936.68,396,"Bronx","09X227","09517"
"OUTDOOR TRACK BOYS","Boys","Taft Educational Campus","S","PSAL",8314,396,"Bronx","09X227","09517"
"OUTDOOR TRACK GIRLS","Girls","Taft Educational Campus","S","PSAL",8302.65,396,"Bronx","09X227","09517"
"SOCCER BOYS VARSITY","Boys","Taft Educational Campus","F","PSAL",9606.82,396,"Bronx","09X227","09517"
"SOFTBALL GIRLS VARSITY","Girls","Taft Educational Campus","S","PSAL",12414.75,396,"Bronx","09X227","09517"
"VOLLEYBALL BOYS VARSITY","Boys","Taft Educational Campus","S","PSAL",7530.71,396,"Bronx","09X227","09517"
"VOLLEYBALL GIRLS VARSITY","Girls","Taft Educational Campus","F","PSAL",7447.78,396,"Bronx","09X227","09517"
"WRESTLING BOYS VARSITY","Boys","Taft Educational Campus","W","PSAL",9242.15,396,"Bronx","09X227","09517"
"WRESTLING GIRLS VARSITY","Girls","Taft Educational Campus","S","PSAL",9242.15,396,"Bronx","09X227","09517"
"BASEBALL BOYS VARSITY","Boys","Teachers Preparatory HS/FDA VII","S","PSAL",12672.16,157,"Brooklyn","23K514","17559"
"BASKETBALL BOYS VARSITY","Boys","Teachers Preparatory HS/FDA VII","W","PSAL",14011.52,157,"Brooklyn","23K514","17559"
"BASKETBALL GIRLS VARSITY","Girls","Teachers Preparatory HS/FDA VII","W","PSAL",14033.29,157,"Brooklyn","23K514","17559"
"DOUBLE DUTCH COED VARSITY","Coed","Teachers Preparatory HS/FDA VII","S","PSAL",6708.9,157,"Brooklyn","23K514","17559"
"VOLLEYBALL GIRLS VARSITY","Girls","Teachers Preparatory HS/FDA VII","F","PSAL",7447.78,157,"Brooklyn","23K514","17559"
"BADMINTON BOYS VARSITY","Boys","The Annex Campus","F","PSAL",5965.74,682,"Bronx","12X242","12242"
"BADMINTON GIRLS VARSITY","Girls","The Annex Campus","S","PSAL",5819.87,682,"Bronx","12X242","12242"
"BASKETBALL BOYS VARSITY","Boys","The Annex Campus","W","PSAL",14011.52,682,"Bronx","12X242","12242"
"BASKETBALL GIRLS VARSITY","Girls","The Annex Campus","W","SSAL",14033.29,682,"Bronx","12X242","12242"
"FLAG FOOTBALL GIRLS VARSITY","Girls","The Annex Campus","S","PSAL",6744.26,682,"Bronx","12X242","12242"
"SOCCER BOYS VARSITY","Boys","The Annex Campus","F","PSAL",9606.82,682,"Bronx","12X242","12242"
"SOCCER GIRLS VARSITY","Girls","The Annex Campus","F","SSAL",9626.43,682,"Bronx","12X242","12242"
"VOLLEYBALL GIRLS VARSITY","Girls","The Annex Campus","F","SSAL",7447.78,682,"Bronx","12X242","12242"
"BASKETBALL BOYS VARSITY","Boys","The Clinton School","W","SSAL",14011.52,604,"Manhattan","02M260","02260"
"BASKETBALL GIRLS VARSITY","Girls","The Clinton School","W","SSAL",14033.29,604,"Manhattan","02M260","02260"
"TABLE TENNIS GIRLS VARSITY","Girls","The Clinton School","W","SSAL",5682.89,604,"Manhattan","02M260","02260"
"BASEBALL BOYS VARSITY","Boys","The Metropolitan High School","S","PSAL",12672.16,411,"Bronx","12X248","12552"
"BASKETBALL BOYS VARSITY","Boys","The Metropolitan High School","W","PSAL",14011.52,411,"Bronx","12X248","12552"
"BASKETBALL GIRLS VARSITY","Girls","The Metropolitan High School","W","PSAL",14033.29,411,"Bronx","12X248","12552"
"SOCCER BOYS VARSITY","Boys","The Metropolitan High School","F","SSAL",9606.82,411,"Bronx","12X248","12552"
"SOCCER GIRLS VARSITY","Girls","The Metropolitan High School","F","SSAL",9626.43,411,"Bronx","12X248","12552"
"SOFTBALL GIRLS VARSITY","Girls","The Metropolitan High School","S","PSAL",12414.75,411,"Bronx","12X248","12552"
"BASEBALL BOYS VARSITY","Boys","The Scholars Academy","S","PSAL",12672.16,1376,"Queens","27Q323","27479"
"BASKETBALL BOYS VARSITY","Boys","The Scholars Academy","W","PSAL",14011.52,1376,"Queens","27Q323","27479"
"BASKETBALL GIRLS VARSITY","Girls","The Scholars Academy","W","PSAL",14033.29,1376,"Queens","27Q323","27479"
"BOWLING BOYS VARSITY","Boys","The Scholars Academy","F","PSAL",5697.4,1376,"Queens","27Q323","27479"
"CROSS COUNTRY BOYS","Boys","The Scholars Academy","F","PSAL",6181.42,1376,"Queens","27Q323","27479"
"CROSS COUNTRY GIRLS","Girls","The Scholars Academy","F","PSAL",6161.29,1376,"Queens","27Q323","27479"
"GOLF COED VARSITY","Coed","The Scholars Academy","S","PSAL",5777.33,1376,"Queens","27Q323","27479"
"SOCCER GIRLS JR. VARSITY","Girls","The Scholars Academy","S","PSAL",6705.19,1376,"Queens","27Q323","27479"
"SOCCER GIRLS VARSITY","Girls","The Scholars Academy","F","PSAL",9626.43,1376,"Queens","27Q323","27479"
"SOFTBALL GIRLS VARSITY","Girls","The Scholars Academy","S","PSAL",12414.75,1376,"Queens","27Q323","27479"
"STUNT COED VARSITY","Coed","The Scholars Academy","S","PSAL",6562.93,1376,"Queens","27Q323","27479"
"SWIMMING BOYS VARSITY","Boys","The Scholars Academy","W","PSAL",8865.73,1376,"Queens","27Q323","27479"
"TENNIS GIRLS VARSITY","Girls","The Scholars Academy","F","PSAL",5719.69,1376,"Queens","27Q323","27479"
"VOLLEYBALL GIRLS VARSITY","Girls","The Scholars Academy","F","PSAL",7447.78,1376,"Queens","27Q323","27479"
"BASKETBALL BOYS VARSITY","Boys","The School For Classics","W","SSAL",14011.52,287,"Brooklyn","19K683","19683"
"BASKETBALL GIRLS VARSITY","Girls","The School For Classics","W","SSAL",14033.29,287,"Brooklyn","19K683","19683"
"BASEBALL BOYS VARSITY","Boys","The UFT Charter School","S","SSAL",2657.01,266,"Brooklyn","84K359","19358"
"BASKETBALL GIRLS VARSITY","Girls","The UFT Charter School","W","SSAL",2655.65,266,"Brooklyn","84K359","19358"
"OUTDOOR TRACK BOYS","Boys","The UFT Charter School","S","PSAL",8314,266,"Brooklyn","84K359","19358"
"OUTDOOR TRACK GIRLS","Girls","The UFT Charter School","S","PSAL",8302.65,266,"Brooklyn","84K359","19358"
