"SportName","Gender","PSAL.Program.Name","Season","League","Cost","Enrollment","Borough","DBN","PSAL.Code"
"BASEBALL BOYS JR. VARSITY","Boys","A. Philip Randolph Campus High School","S","PSAL",5522.5,1375,"Manhattan","06M540","06577"
"BASEBALL BOYS VARSITY","Boys","A. Philip Randolph Campus High School","S","PSAL",12672.16,1375,"Manhattan","06M540","06577"
"BASKETBALL BOYS JR. VARSITY","Boys","A. Philip Randolph Campus High School","W","PSAL",8662.79,1375,"Manhattan","06M540","06577"
"BASKETBALL BOYS VARSITY","Boys","A. Philip Randolph Campus High School","W","PSAL",14011.52,1375,"Manhattan","06M540","06577"
"BASKETBALL GIRLS JR. VARSITY","Girls","A. Philip Randolph Campus High School","W","PSAL",8768.04,1375,"Manhattan","06M540","06577"
"BASKETBALL GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","W","PSAL",14033.29,1375,"Manhattan","06M540","06577"
"BOWLING BOYS VARSITY","Boys","A. Philip Randolph Campus High School","F","PSAL",5697.4,1375,"Manhattan","06M540","06577"
"FOOTBALL BOYS JR. VARSITY","Boys","A. Philip Randolph Campus High School","F","PSAL",11761.71,1375,"Manhattan","06M540","06577"
"FOOTBALL BOYS VARSITY","Boys","A. Philip Randolph Campus High School","F","PSAL",30931.65,1375,"Manhattan","06M540","06577"
"LACROSSE BOYS VARSITY","Boys","A. Philip Randolph Campus High School","S","PSAL",10482.77,1375,"Manhattan","06M540","06577"
"LACROSSE GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","S","PSAL",10461.56,1375,"Manhattan","06M540","06577"
"OUTDOOR TRACK BOYS","Boys","A. Philip Randolph Campus High School","S","PSAL",8314,1375,"Manhattan","06M540","06577"
"OUTDOOR TRACK GIRLS","Girls","A. Philip Randolph Campus High School","S","PSAL",8302.65,1375,"Manhattan","06M540","06577"
"SOCCER BOYS VARSITY","Boys","A. Philip Randolph Campus High School","F","PSAL",9606.82,1375,"Manhattan","06M540","06577"
"SOCCER GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","F","PSAL",9626.43,1375,"Manhattan","06M540","06577"
"SOFTBALL GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","S","PSAL",12414.75,1375,"Manhattan","06M540","06577"
"SWIMMING BOYS VARSITY","Boys","A. Philip Randolph Campus High School","W","PSAL",8865.73,1375,"Manhattan","06M540","06577"
"SWIMMING GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","F","PSAL",8847.91,1375,"Manhattan","06M540","06577"
"TENNIS GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","F","PSAL",5719.69,1375,"Manhattan","06M540","06577"
"VOLLEYBALL BOYS VARSITY","Boys","A. Philip Randolph Campus High School","S","PSAL",7530.71,1375,"Manhattan","06M540","06577"
"VOLLEYBALL GIRLS JR. VARSITY","Girls","A. Philip Randolph Campus High School","F","PSAL",5223.27,1375,"Manhattan","06M540","06577"
"VOLLEYBALL GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","F","PSAL",7447.78,1375,"Manhattan","06M540","06577"
"WRESTLING BOYS VARSITY","Boys","A. Philip Randolph Campus High School","W","PSAL",9242.15,1375,"Manhattan","06M540","06577"
"WRESTLING GIRLS VARSITY","Girls","A. Philip Randolph Campus High School","S","PSAL",9242.15,1375,"Manhattan","06M540","06577"
"BASEBALL BOYS VARSITY","Boys","Abraham Lincoln High School","S","PSAL",12672.16,1998,"Brooklyn","21K410","21501"
"BASKETBALL BOYS JR. VARSITY","Boys","Abraham Lincoln High School","W","PSAL",8662.79,1998,"Brooklyn","21K410","21501"
"BASKETBALL BOYS VARSITY","Boys","Abraham Lincoln High School","W","PSAL",14011.52,1998,"Brooklyn","21K410","21501"
"BASKETBALL GIRLS VARSITY","Girls","Abraham Lincoln High School","W","PSAL",14033.29,1998,"Brooklyn","21K410","21501"
"BOWLING BOYS VARSITY","Boys","Abraham Lincoln High School","F","PSAL",5697.4,1998,"Brooklyn","21K410","21501"
"BOWLING GIRLS VARSITY","Girls","Abraham Lincoln High School","F","PSAL",5710.03,1998,"Brooklyn","21K410","21501"
"CROSS COUNTRY BOYS","Boys","Abraham Lincoln High School","F","PSAL",6181.42,1998,"Brooklyn","21K410","21501"
"CROSS COUNTRY GIRLS","Girls","Abraham Lincoln High School","F","PSAL",6161.29,1998,"Brooklyn","21K410","21501"
"FOOTBALL BOYS JR. VARSITY","Boys","Abraham Lincoln High School","F","PSAL",11761.71,1998,"Brooklyn","21K410","21501"
"FOOTBALL BOYS VARSITY","Boys","Abraham Lincoln High School","F","PSAL",30931.65,1998,"Brooklyn","21K410","21501"
"HANDBALL BOYS VARSITY","Boys","Abraham Lincoln High School","S","PSAL",5700.79,1998,"Brooklyn","21K410","21501"
"HANDBALL GIRLS VARSITY","Girls","Abraham Lincoln High School","S","PSAL",5744.56,1998,"Brooklyn","21K410","21501"
"INDOOR TRACK BOYS","Boys","Abraham Lincoln High School","W","PSAL",8950.18,1998,"Brooklyn","21K410","21501"
"INDOOR TRACK GIRLS","Girls","Abraham Lincoln High School","W","PSAL",8936.68,1998,"Brooklyn","21K410","21501"
"LACROSSE GIRLS VARSITY","Girls","Abraham Lincoln High School","S","PSAL",10461.56,1998,"Brooklyn","21K410","21501"
"OUTDOOR TRACK BOYS","Boys","Abraham Lincoln High School","S","PSAL",8314,1998,"Brooklyn","21K410","21501"
"OUTDOOR TRACK GIRLS","Girls","Abraham Lincoln High School","S","PSAL",8302.65,1998,"Brooklyn","21K410","21501"
"SOCCER BOYS VARSITY","Boys","Abraham Lincoln High School","F","PSAL",9606.82,1998,"Brooklyn","21K410","21501"
"SOCCER GIRLS VARSITY","Girls","Abraham Lincoln High School","F","PSAL",9626.43,1998,"Brooklyn","21K410","21501"
"SOFTBALL GIRLS JR. VARSITY","Girls","Abraham Lincoln High School","S","PSAL",6786.62,1998,"Brooklyn","21K410","21501"
"SOFTBALL GIRLS VARSITY","Girls","Abraham Lincoln High School","S","PSAL",12414.75,1998,"Brooklyn","21K410","21501"
"SWIMMING BOYS VARSITY","Boys","Abraham Lincoln High School","W","PSAL",8865.73,1998,"Brooklyn","21K410","21501"
"SWIMMING GIRLS VARSITY","Girls","Abraham Lincoln High School","F","PSAL",8847.91,1998,"Brooklyn","21K410","21501"
"TENNIS BOYS VARSITY","Boys","Abraham Lincoln High School","S","PSAL",5748.02,1998,"Brooklyn","21K410","21501"
"TENNIS GIRLS VARSITY","Girls","Abraham Lincoln High School","F","PSAL",5719.69,1998,"Brooklyn","21K410","21501"
"VOLLEYBALL BOYS VARSITY","Boys","Abraham Lincoln High School","S","PSAL",7530.71,1998,"Brooklyn","21K410","21501"
"VOLLEYBALL GIRLS VARSITY","Girls","Abraham Lincoln High School","F","PSAL",7447.78,1998,"Brooklyn","21K410","21501"
"BASEBALL BOYS VARSITY","Boys","Academy for Careers In Television and Film","S","PSAL",12672.16,565,"Queens","30Q301","30511"
"BASKETBALL BOYS VARSITY","Boys","Academy for Careers In Television and Film","W","PSAL",14011.52,565,"Queens","30Q301","30511"
"BASKETBALL GIRLS VARSITY","Girls","Academy for Careers In Television and Film","W","PSAL",14033.29,565,"Queens","30Q301","30511"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Academy for Careers In Television and Film","S","PSAL",6744.26,565,"Queens","30Q301","30511"
"SOCCER BOYS VARSITY","Boys","Academy for Careers In Television and Film","F","SSAL",9606.82,565,"Queens","30Q301","30511"
"SOFTBALL GIRLS VARSITY","Girls","Academy for Careers In Television and Film","S","PSAL",12414.75,565,"Queens","30Q301","30511"
"VOLLEYBALL GIRLS VARSITY","Girls","Academy for Careers In Television and Film","F","PSAL",7447.78,565,"Queens","30Q301","30511"
"BASEBALL BOYS VARSITY","Boys","Academy for Language and Technology","S","PSAL",12672.16,323,"Bronx","09X365","09365"
"BASKETBALL BOYS VARSITY","Boys","Academy for Language and Technology","W","PSAL",14011.52,323,"Bronx","09X365","09365"
"SOFTBALL GIRLS VARSITY","Girls","Academy for Language and Technology","S","PSAL",12414.75,323,"Bronx","09X365","09365"
"VOLLEYBALL GIRLS VARSITY","Girls","Academy for Language and Technology","F","PSAL",7447.78,323,"Bronx","09X365","09365"
"BASKETBALL BOYS VARSITY","Boys","Academy for Social Action","W","SSAL",14011.52,93,"Manhattan","05M367","05367"
"SOFTBALL GIRLS VARSITY","Girls","Academy for Social Action","S","PSAL",12414.75,93,"Manhattan","05M367","05367"
"STUNT COED VARSITY","Coed","Academy for Social Action","S","PSAL",6562.93,93,"Manhattan","05M367","05367"
"BASEBALL BOYS VARSITY","Boys","Academy of American Studies","S","PSAL",12672.16,1038,"Queens","30Q575","30470"
"BASKETBALL BOYS VARSITY","Boys","Academy of American Studies","W","PSAL",14011.52,1038,"Queens","30Q575","30470"
"BASKETBALL GIRLS VARSITY","Girls","Academy of American Studies","W","PSAL",14033.29,1038,"Queens","30Q575","30470"
"BOWLING BOYS VARSITY","Boys","Academy of American Studies","F","PSAL",5697.4,1038,"Queens","30Q575","30470"
"BOWLING GIRLS VARSITY","Girls","Academy of American Studies","F","PSAL",5710.03,1038,"Queens","30Q575","30470"
"CROSS COUNTRY BOYS","Boys","Academy of American Studies","F","PSAL",6181.42,1038,"Queens","30Q575","30470"
"CROSS COUNTRY GIRLS","Girls","Academy of American Studies","F","PSAL",6161.29,1038,"Queens","30Q575","30470"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Academy of American Studies","S","PSAL",6744.26,1038,"Queens","30Q575","30470"
"SOCCER BOYS VARSITY","Boys","Academy of American Studies","F","PSAL",9606.82,1038,"Queens","30Q575","30470"
"SOCCER GIRLS VARSITY","Girls","Academy of American Studies","F","PSAL",9626.43,1038,"Queens","30Q575","30470"
"SOFTBALL GIRLS VARSITY","Girls","Academy of American Studies","S","PSAL",12414.75,1038,"Queens","30Q575","30470"
"STUNT COED VARSITY","Coed","Academy of American Studies","S","PSAL",6562.93,1038,"Queens","30Q575","30470"
"VOLLEYBALL BOYS VARSITY","Boys","Academy of American Studies","S","PSAL",7530.71,1038,"Queens","30Q575","30470"
"VOLLEYBALL GIRLS VARSITY","Girls","Academy of American Studies","F","PSAL",7447.78,1038,"Queens","30Q575","30470"
"BASKETBALL BOYS VARSITY","Boys","Achievement First Brooklyn High School","W","SSAL",2655.65,1063,"Brooklyn","84K356","17669"
"BASKETBALL GIRLS VARSITY","Girls","Achievement First Brooklyn High School","W","PSAL",14033.29,1063,"Brooklyn","84K356","17669"
"BASKETBALL BOYS VARSITY","Boys","Adams Street Academy","W","PSAL",14011.52,449,"Brooklyn","13K483","13483"
"BASKETBALL GIRLS VARSITY","Girls","Adams Street Academy","W","PSAL",14033.29,449,"Brooklyn","13K483","13483"
"SOCCER BOYS VARSITY","Boys","Adams Street Academy","F","PSAL",9606.82,449,"Brooklyn","13K483","13483"
"SOCCER GIRLS VARSITY","Girls","Adams Street Academy","F","SSAL",9626.43,449,"Brooklyn","13K483","13483"
"VOLLEYBALL GIRLS VARSITY","Girls","Adams Street Academy","F","PSAL",7447.78,449,"Brooklyn","13K483","13483"
"BADMINTON GIRLS VARSITY","Girls","Adlai Stevenson Campus","S","PSAL",5819.87,432,"Bronx","08X312","08527"
"BASEBALL BOYS VARSITY","Boys","Adlai Stevenson Campus","S","PSAL",12672.16,432,"Bronx","08X312","08527"
"BASKETBALL BOYS VARSITY","Boys","Adlai Stevenson Campus","W","PSAL",14011.52,432,"Bronx","08X312","08527"
"BASKETBALL GIRLS VARSITY","Girls","Adlai Stevenson Campus","W","PSAL",14033.29,432,"Bronx","08X312","08527"
"FOOTBALL BOYS VARSITY","Boys","Adlai Stevenson Campus","F","PSAL",30931.65,432,"Bronx","08X312","08527"
"INDOOR TRACK GIRLS","Girls","Adlai Stevenson Campus","W","PSAL",8936.68,432,"Bronx","08X312","08527"
"OUTDOOR TRACK BOYS","Boys","Adlai Stevenson Campus","S","PSAL",8314,432,"Bronx","08X312","08527"
"OUTDOOR TRACK GIRLS","Girls","Adlai Stevenson Campus","S","PSAL",8302.65,432,"Bronx","08X312","08527"
"SOCCER BOYS VARSITY","Boys","Adlai Stevenson Campus","F","PSAL",9606.82,432,"Bronx","08X312","08527"
"SOCCER GIRLS VARSITY","Girls","Adlai Stevenson Campus","F","PSAL",9626.43,432,"Bronx","08X312","08527"
"SOFTBALL GIRLS VARSITY","Girls","Adlai Stevenson Campus","S","PSAL",12414.75,432,"Bronx","08X312","08527"
"TENNIS GIRLS VARSITY","Girls","Adlai Stevenson Campus","F","PSAL",5719.69,432,"Bronx","08X312","08527"
"VOLLEYBALL GIRLS VARSITY","Girls","Adlai Stevenson Campus","F","PSAL",7447.78,432,"Bronx","08X312","08527"
"BASKETBALL BOYS VARSITY","Boys","Albert Tuitt Educational Campus","W","PSAL",14011.52,377,"Bronx","11X270","11514"
"BASKETBALL GIRLS VARSITY","Girls","Albert Tuitt Educational Campus","W","PSAL",14033.29,377,"Bronx","11X270","11514"
"BOWLING BOYS VARSITY","Boys","Albert Tuitt Educational Campus","F","PSAL",5697.4,377,"Bronx","11X270","11514"
"BOWLING GIRLS VARSITY","Girls","Albert Tuitt Educational Campus","F","PSAL",5710.03,377,"Bronx","11X270","11514"
"LACROSSE BOYS VARSITY","Boys","Albert Tuitt Educational Campus","S","PSAL",10482.77,377,"Bronx","11X270","11514"
"OUTDOOR TRACK BOYS","Boys","Albert Tuitt Educational Campus","S","PSAL",8314,377,"Bronx","11X270","11514"
"OUTDOOR TRACK GIRLS","Girls","Albert Tuitt Educational Campus","S","PSAL",8302.65,377,"Bronx","11X270","11514"
"SOCCER BOYS VARSITY","Boys","Albert Tuitt Educational Campus","F","PSAL",9606.82,377,"Bronx","11X270","11514"
"SOCCER GIRLS VARSITY","Girls","Albert Tuitt Educational Campus","F","PSAL",9626.43,377,"Bronx","11X270","11514"
"VOLLEYBALL GIRLS VARSITY","Girls","Albert Tuitt Educational Campus","F","PSAL",7447.78,377,"Bronx","11X270","11514"
"BASEBALL BOYS JR. VARSITY","Boys","Alfred E. Smith Campus","S","PSAL",5522.5,192,"Bronx","07X381","07519"
"BASEBALL BOYS VARSITY","Boys","Alfred E. Smith Campus","S","PSAL",12672.16,192,"Bronx","07X381","07519"
"BASKETBALL BOYS JR. VARSITY","Boys","Alfred E. Smith Campus","W","PSAL",8662.79,192,"Bronx","07X381","07519"
"BASKETBALL BOYS VARSITY","Boys","Alfred E. Smith Campus","W","PSAL",14011.52,192,"Bronx","07X381","07519"
"BASKETBALL GIRLS VARSITY","Girls","Alfred E. Smith Campus","W","PSAL",14033.29,192,"Bronx","07X381","07519"
"BOWLING BOYS VARSITY","Boys","Alfred E. Smith Campus","F","PSAL",5697.4,192,"Bronx","07X381","07519"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Alfred E. Smith Campus","S","PSAL",6744.26,192,"Bronx","07X381","07519"
"FOOTBALL BOYS JR. VARSITY","Boys","Alfred E. Smith Campus","F","PSAL",11761.71,192,"Bronx","07X381","07519"
"FOOTBALL BOYS VARSITY","Boys","Alfred E. Smith Campus","F","PSAL",30931.65,192,"Bronx","07X381","07519"
"OUTDOOR TRACK BOYS","Boys","Alfred E. Smith Campus","S","PSAL",8314,192,"Bronx","07X381","07519"
"SOCCER BOYS VARSITY","Boys","Alfred E. Smith Campus","F","PSAL",9606.82,192,"Bronx","07X381","07519"
"TENNIS BOYS VARSITY","Boys","Alfred E. Smith Campus","S","PSAL",5748.02,192,"Bronx","07X381","07519"
"VOLLEYBALL BOYS VARSITY","Boys","Alfred E. Smith Campus","S","PSAL",7530.71,192,"Bronx","07X381","07519"
"VOLLEYBALL GIRLS VARSITY","Girls","Alfred E. Smith Campus","F","PSAL",7447.78,192,"Bronx","07X381","07519"
"WRESTLING BOYS VARSITY","Boys","Alfred E. Smith Campus","W","PSAL",9242.15,192,"Bronx","07X381","07519"
"BASEBALL BOYS VARSITY","Boys","All City Leadership Secondary School","S","PSAL",12672.16,435,"Brooklyn","32K554","32572"
"BASKETBALL BOYS VARSITY","Boys","All City Leadership Secondary School","W","PSAL",14011.52,435,"Brooklyn","32K554","32572"
"BASKETBALL GIRLS VARSITY","Girls","All City Leadership Secondary School","W","PSAL",14033.29,435,"Brooklyn","32K554","32572"
"BOWLING BOYS VARSITY","Boys","All City Leadership Secondary School","F","PSAL",5697.4,435,"Brooklyn","32K554","32572"
"HANDBALL BOYS VARSITY","Boys","All City Leadership Secondary School","S","PSAL",5700.79,435,"Brooklyn","32K554","32572"
"HANDBALL GIRLS VARSITY","Girls","All City Leadership Secondary School","S","PSAL",5744.56,435,"Brooklyn","32K554","32572"
"OUTDOOR TRACK GIRLS","Girls","All City Leadership Secondary School","S","PSAL",8302.65,435,"Brooklyn","32K554","32572"
"VOLLEYBALL BOYS VARSITY","Boys","All City Leadership Secondary School","S","PSAL",7530.71,435,"Brooklyn","32K554","32572"
"VOLLEYBALL GIRLS VARSITY","Girls","All City Leadership Secondary School","F","PSAL",7447.78,435,"Brooklyn","32K554","32572"
"STUNT COED VARSITY","Coed","American Sign Language and English","S","PSAL",6562.93,165,"Manhattan","02M047","02047"
"BASEBALL BOYS VARSITY","Boys","Archimedes/Maleska Campus","S","PSAL",12672.16,281,"Bronx","08X282","08367"
"BASKETBALL BOYS VARSITY","Boys","Archimedes/Maleska Campus","W","PSAL",14011.52,281,"Bronx","08X282","08367"
"BASKETBALL GIRLS VARSITY","Girls","Archimedes/Maleska Campus","W","PSAL",14033.29,281,"Bronx","08X282","08367"
"CROSS COUNTRY BOYS","Boys","Archimedes/Maleska Campus","F","PSAL",6181.42,281,"Bronx","08X282","08367"
"CROSS COUNTRY GIRLS","Girls","Archimedes/Maleska Campus","F","SSAL",6161.29,281,"Bronx","08X282","08367"
"FENCING BOYS VARSITY","Boys","Archimedes/Maleska Campus","F","SSAL",6283.4,281,"Bronx","08X282","08367"
"INDOOR TRACK BOYS","Boys","Archimedes/Maleska Campus","W","PSAL",8950.18,281,"Bronx","08X282","08367"
"INDOOR TRACK GIRLS","Girls","Archimedes/Maleska Campus","W","PSAL",8936.68,281,"Bronx","08X282","08367"
"OUTDOOR TRACK GIRLS","Girls","Archimedes/Maleska Campus","S","PSAL",8302.65,281,"Bronx","08X282","08367"
"SOFTBALL GIRLS VARSITY","Girls","Archimedes/Maleska Campus","S","PSAL",12414.75,281,"Bronx","08X282","08367"
"STUNT COED VARSITY","Coed","Archimedes/Maleska Campus","S","PSAL",6562.93,281,"Bronx","08X282","08367"
"VOLLEYBALL GIRLS VARSITY","Girls","Archimedes/Maleska Campus","F","PSAL",7447.78,281,"Bronx","08X282","08367"
"BASEBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Arturo A. Schomburg Satellite Academy Bronx","F","MPL",8514.84,298,"Manhattan","02M570","02461"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Arturo A. Schomburg Satellite Academy Bronx","W","MPL",10083.6,298,"Manhattan","02M570","02461"
"SOFTBALL COED MULTIPLE PATHWAYS LEAGUE","Coed","Arturo A. Schomburg Satellite Academy Bronx","S","MPL",8180.7,298,"Manhattan","02M570","02461"
"BASKETBALL BOYS MULTIPLE PATHWAYS LEAGUE","Boys","Aspirations Diploma Plus High School","W","MPL",10083.6,214,"Brooklyn","23K646","23646"
"BASKETBALL GIRLS MULTIPLE PATHWAYS LEAGUE","Girls","Aspirations Diploma Plus High School","S","MPL",10459.26,214,"Brooklyn","23K646","23646"
"BASEBALL BOYS VARSITY","Boys","August Martin High School","S","PSAL",12672.16,334,"Queens","27Q400","27540"
"BASKETBALL BOYS JR. VARSITY","Boys","August Martin High School","W","PSAL",8662.79,334,"Queens","27Q400","27540"
"BASKETBALL BOYS VARSITY","Boys","August Martin High School","W","PSAL",14011.52,334,"Queens","27Q400","27540"
"BASKETBALL GIRLS VARSITY","Girls","August Martin High School","W","PSAL",14033.29,334,"Queens","27Q400","27540"
"FOOTBALL BOYS VARSITY","Boys","August Martin High School","F","PSAL",30931.65,334,"Queens","27Q400","27540"
"SOFTBALL GIRLS VARSITY","Girls","August Martin High School","S","PSAL",12414.75,334,"Queens","27Q400","27540"
"VOLLEYBALL BOYS VARSITY","Boys","August Martin High School","S","PSAL",7530.71,334,"Queens","27Q400","27540"
"BASEBALL BOYS VARSITY","Boys","Automotive High School","S","PSAL",12672.16,399,"Brooklyn","14K610","14547"
"BASKETBALL BOYS VARSITY","Boys","Automotive High School","W","PSAL",14011.52,399,"Brooklyn","14K610","14547"
"BOWLING BOYS VARSITY","Boys","Automotive High School","F","PSAL",5697.4,399,"Brooklyn","14K610","14547"
"FOOTBALL BOYS JR. VARSITY","Boys","Automotive High School","F","PSAL",11761.71,399,"Brooklyn","14K610","14547"
"FOOTBALL BOYS VARSITY","Boys","Automotive High School","F","PSAL",30931.65,399,"Brooklyn","14K610","14547"
"HANDBALL BOYS VARSITY","Boys","Automotive High School","S","PSAL",5700.79,399,"Brooklyn","14K610","14547"
"SOCCER BOYS VARSITY","Boys","Automotive High School","F","SSAL",9606.82,399,"Brooklyn","14K610","14547"
"VOLLEYBALL BOYS VARSITY","Boys","Automotive High School","S","PSAL",7530.71,399,"Brooklyn","14K610","14547"
"BASEBALL BOYS JR. VARSITY","Boys","Aviation Career & Technical Education High School","S","PSAL",5522.5,2084,"Queens","24Q610","24535"
"BASEBALL BOYS VARSITY","Boys","Aviation Career & Technical Education High School","S","PSAL",12672.16,2084,"Queens","24Q610","24535"
"BASKETBALL BOYS JR. VARSITY","Boys","Aviation Career & Technical Education High School","W","PSAL",8662.79,2084,"Queens","24Q610","24535"
"BASKETBALL BOYS VARSITY","Boys","Aviation Career & Technical Education High School","W","PSAL",14011.52,2084,"Queens","24Q610","24535"
"BASKETBALL GIRLS VARSITY","Girls","Aviation Career & Technical Education High School","W","PSAL",14033.29,2084,"Queens","24Q610","24535"
"BOWLING BOYS VARSITY","Boys","Aviation Career & Technical Education High School","F","PSAL",5697.4,2084,"Queens","24Q610","24535"
"CRICKET COED VARSITY","Coed","Aviation Career & Technical Education High School","S","PSAL",8765.35,2084,"Queens","24Q610","24535"
"CROSS COUNTRY BOYS","Boys","Aviation Career & Technical Education High School","F","PSAL",6181.42,2084,"Queens","24Q610","24535"
"GOLF COED VARSITY","Coed","Aviation Career & Technical Education High School","S","PSAL",5777.33,2084,"Queens","24Q610","24535"
"HANDBALL BOYS VARSITY","Boys","Aviation Career & Technical Education High School","S","PSAL",5700.79,2084,"Queens","24Q610","24535"
"INDOOR TRACK BOYS","Boys","Aviation Career & Technical Education High School","W","PSAL",8950.18,2084,"Queens","24Q610","24535"
"INDOOR TRACK GIRLS","Girls","Aviation Career & Technical Education High School","W","PSAL",8936.68,2084,"Queens","24Q610","24535"
"OUTDOOR TRACK BOYS","Boys","Aviation Career & Technical Education High School","S","PSAL",8314,2084,"Queens","24Q610","24535"
"OUTDOOR TRACK GIRLS","Girls","Aviation Career & Technical Education High School","S","PSAL",8302.65,2084,"Queens","24Q610","24535"
"SOCCER BOYS VARSITY","Boys","Aviation Career & Technical Education High School","F","PSAL",9606.82,2084,"Queens","24Q610","24535"
"TENNIS BOYS VARSITY","Boys","Aviation Career & Technical Education High School","S","PSAL",5748.02,2084,"Queens","24Q610","24535"
"VOLLEYBALL BOYS VARSITY","Boys","Aviation Career & Technical Education High School","S","PSAL",7530.71,2084,"Queens","24Q610","24535"
"VOLLEYBALL GIRLS VARSITY","Girls","Aviation Career & Technical Education High School","F","PSAL",7447.78,2084,"Queens","24Q610","24535"
"WRESTLING BOYS VARSITY","Boys","Aviation Career & Technical Education High School","W","PSAL",9242.15,2084,"Queens","24Q610","24535"
"BASKETBALL BOYS VARSITY","Boys","Baccalaureate School For Global Education","W","PSAL",14011.52,540,"Queens","30Q580","30540"
"BASKETBALL GIRLS VARSITY","Girls","Baccalaureate School For Global Education","W","PSAL",14033.29,540,"Queens","30Q580","30540"
"SOCCER BOYS VARSITY","Boys","Baccalaureate School For Global Education","F","SSAL",9606.82,540,"Queens","30Q580","30540"
"SOCCER GIRLS VARSITY","Girls","Baccalaureate School For Global Education","F","SSAL",9626.43,540,"Queens","30Q580","30540"
"SOFTBALL GIRLS VARSITY","Girls","Baccalaureate School For Global Education","S","PSAL",12414.75,540,"Queens","30Q580","30540"
"BASKETBALL BOYS VARSITY","Boys","Bard High School Early College","W","PSAL",14011.52,588,"Manhattan","01M696","01569"
"BASKETBALL GIRLS VARSITY","Girls","Bard High School Early College","W","PSAL",14033.29,588,"Manhattan","01M696","01569"
"CROSS COUNTRY BOYS","Boys","Bard High School Early College","F","PSAL",6181.42,588,"Manhattan","01M696","01569"
"CROSS COUNTRY GIRLS","Girls","Bard High School Early College","F","PSAL",6161.29,588,"Manhattan","01M696","01569"
"OUTDOOR TRACK BOYS","Boys","Bard High School Early College","S","PSAL",8314,588,"Manhattan","01M696","01569"
"OUTDOOR TRACK GIRLS","Girls","Bard High School Early College","S","PSAL",8302.65,588,"Manhattan","01M696","01569"
"SOCCER BOYS VARSITY","Boys","Bard High School Early College","F","PSAL",9606.82,588,"Manhattan","01M696","01569"
"SOCCER GIRLS VARSITY","Girls","Bard High School Early College","F","PSAL",9626.43,588,"Manhattan","01M696","01569"
"TENNIS BOYS VARSITY","Boys","Bard High School Early College","S","PSAL",5748.02,588,"Manhattan","01M696","01569"
"TENNIS GIRLS VARSITY","Girls","Bard High School Early College","F","PSAL",5719.69,588,"Manhattan","01M696","01569"
"VOLLEYBALL GIRLS VARSITY","Girls","Bard High School Early College","F","PSAL",7447.78,588,"Manhattan","01M696","01569"
"BASEBALL BOYS VARSITY","Boys","Baruch College Campus High School","S","PSAL",12672.16,460,"Manhattan","02M411","02875"
"BASKETBALL BOYS JR. VARSITY","Boys","Baruch College Campus High School","W","PSAL",8662.79,460,"Manhattan","02M411","02875"
"BASKETBALL BOYS VARSITY","Boys","Baruch College Campus High School","W","PSAL",14011.52,460,"Manhattan","02M411","02875"
"BASKETBALL GIRLS VARSITY","Girls","Baruch College Campus High School","W","PSAL",14033.29,460,"Manhattan","02M411","02875"
"FENCING GIRLS VARSITY","Girls","Baruch College Campus High School","S","PSAL",6315.37,460,"Manhattan","02M411","02875"
"SOCCER BOYS VARSITY","Boys","Baruch College Campus High School","F","PSAL",9606.82,460,"Manhattan","02M411","02875"
"SOCCER GIRLS VARSITY","Girls","Baruch College Campus High School","F","PSAL",9626.43,460,"Manhattan","02M411","02875"
"SOFTBALL GIRLS VARSITY","Girls","Baruch College Campus High School","S","PSAL",12414.75,460,"Manhattan","02M411","02875"
"VOLLEYBALL GIRLS VARSITY","Girls","Baruch College Campus High School","F","PSAL",7447.78,460,"Manhattan","02M411","02875"
"WRESTLING BOYS VARSITY","Boys","Baruch College Campus High School","W","PSAL",9242.15,460,"Manhattan","02M411","02875"
"BASEBALL BOYS VARSITY","Boys","Bathgate Educational Complex","S","PSAL",12672.16,616,"Bronx","09X241","09263"
"BASKETBALL BOYS VARSITY","Boys","Bathgate Educational Complex","W","PSAL",14011.52,616,"Bronx","09X241","09263"
"BASKETBALL GIRLS VARSITY","Girls","Bathgate Educational Complex","W","SSAL",14033.29,616,"Bronx","09X241","09263"
"CROSS COUNTRY BOYS","Boys","Bathgate Educational Complex","F","PSAL",6181.42,616,"Bronx","09X241","09263"
"CROSS COUNTRY GIRLS","Girls","Bathgate Educational Complex","F","PSAL",6161.29,616,"Bronx","09X241","09263"
"DOUBLE DUTCH COED VARSITY","Coed","Bathgate Educational Complex","S","PSAL",6708.9,616,"Bronx","09X241","09263"
"FLAG FOOTBALL GIRLS VARSITY","Girls","Bathgate Educational Complex","S","PSAL",6744.26,616,"Bronx","09X241","09263"
